Laptop Brand,Price,Series,Device Type,OS,Dimensions,Weight,Warranty,Type,Touch,Size,Resolution,PPI,Anti Glare Screen,Features,Ethernet,HDMI,Microphone In,Headphone Jack,Camera,Keyboard,Keyboard Backlit,Inbuilt Microphone,Speakers,Optical Drive,Processor,Speed,Cache,Brand,Generation,GPU,Dedicated Memory,RAM,Solid State Drive,Battery,Sales Package,USB Type-C,USB 3.0,USB 2.0
Acer,14063944.5,Core i5,,Windows 10 Home,390 x 266 x 26.75 mm,2.7 kg,1,Full HD LED Backlit Wideview IPS Display,No,15.6 inches,1920 x 1080 pixels,~ 141,No,,"Gigabit Ethernet, Wake-on-LAN Ready",1 x HDMI Port,,,Yes,FineTip Backlit Keyboard with Independent Standard Numeric Keypad (International Language Support),Yes,Built-in Dual Digital Microphone,"Built-in, Stereo Speakers",No,Intel Core i5,2.3 GHz Turbo Boost Upto 4 GHz,8 MB,NVIDIA,8th Gen,NVIDIA Geforce GTX 1050 Ti,GDDR5 4 GB,8 GB DDR4,128 GB,4 Cell Battery,"Laptop, Battery, Power Adaptor, User Guide, Warranty Documents",0,2,0
Acer,24511311.450000003,Core i5,,Windows 10 Home,390 x 266 x 26.75 mm,2.7 kg,1,Full HD LED Backlit TFT IPS Display,No,15.6 inches,1920 x 1080 pixels,~ 141,No,,"Gigabit Ethernet, Wake-on-LAN Ready",1 x HDMI Port,,,Yes,FineTip Keyboard with Independent Standard Numeric Keypad,,Built-in Dual Digital Microphone,"Built-in, Stereo Speakers",No,Intel Core i5,2.5 GHz Turbo Boost Upto 3.5 GHz,6 MB,NVIDIA,7th Gen,NVIDIA GeForce GTX 1050 Ti,GDDR5 4 GB,8 GB DDR4,128 GB,4 Cell Battery,"Laptop, Battery, Power Adaptor, User Guide, Warranty Documents",0,2,0
Acer,37962657.0,Core i7,,Windows 10 Home,390 x 266 x 26.75 mm,2.7 kg,1,Full HD LED Backlit IPS Display,No,15.6 inches,1920 x 1080 pixels,~ 141,No,,Yes,1 x HDMI Port,,,Yes,Acer Bright Red Backlit Keyboard,Yes,Built-in Microphone,"Built-in, Stereo Speakers",No,Intel Core i7,2.8 GHz Turbo Boost Upto 3.8 GHz,6 MB,NVIDIA,7th Gen,Nvidia GTX 1050,GDDR5 4 GB,16 GB DDR4,128 GB,4 Cell Battery,"Laptop, Battery, Power Adaptor, User Guide, Warranty Documents",0,2,0
Dell,19607314.5,Core i7,,Windows 10 Home,384.9 x 274.73 x 25.44 mm,2.62 kg,1,Full HD LED Backlit Display,No,15.6 inches,1920 x 1080 pixels,~ 141,No,,Gigabit Ethernet,1 x HDMI Port,,,Yes,Full-sized Spill-resistant Keyboard with Numeric Keypad,,Built-in Microphone,", Stereo Speakers",No,Intel Core i7,2.8 GHz Turbo Boost Upto 3.8 GHz,6 MB,NVIDIA,7th Gen,NVIDIA GeForce GTX 1050Ti,DDR5 4 GB,16 GB DDR4,256 GB,6 Cell Battery,"Laptop, Battery, Power Adaptor, User Guide, Warranty Documents",0,0,0
Acer,21992472.0,,,Windows 10 Home,,3.4 kg,1,Ultra HD LED Backlit TFT LCD with IPS Acer ComfyView Technology,No,15.6 inches,3840 x 2160 pixels,~ 282,No,,"Gigabit Ethernet, Wake-on-LAN ready",1 x HDMI Port,Yes,,Yes,FineTip Two Color Backlit Keyboard,Yes,,Yes,Yes,Intel Core i7,"2.6 GHz, Quad Core Turbo Boost Upto 2.6 GHz",6 MB,NVIDIA,6th Gen,NVIDIA Geforce GTX 980M,GDDR5 4 GB,16 GB DDR4,128 GB,8 Cell Battery,"Gaming Backpack, Mouse, Headset, Mousepad",0,1,0
Dell,13008064.5,Core i5,Netbook,Windows 10 Home,,2.06 kg,1,HD LED Backlit Truelife Touch Display,Yes,15.6 inches,1366 x 768 pixels,~ 100,No,,No,1 x HDMI Port,Yes,,Yes,Standard Keyboard without Numeric Keypad,,Built-in Microphone,Yes,No,Intel Core i5,2.2 GHz Turbo Boost Upto 2.7 GHz,3 MB,AMD,5th Gen,AMD Radeon R7 M270,DDR3 4 GB,8 GB DDR3,,3 Cell Battery,"Laptop, Battery, Power Adaptor, User Guide, Warranty Documents",0,2,0
ASUS,8859964.5,Ryzen 5,Netbook,Windows 11 Home,358 x 248 x 20 mm,1.8 kg,1,IPS,No,16 inches,1200 x 1920 pixels,~ 283,Yes,300nit Brightness,No,1 x HDMI 1.4 Port,Yes,Yes,Yes,Yes,Yes,Yes,Built-in Speaker,No,AMD Ryzen 5,"3.3 GHz, Hexa Core Turbo Boost Upto 4.2 GHz",16 MB,AMD,5th Gen,AMD Radeon Vega 7,,8 GB DDR4,512 GB,,"Laptop, Battery, Power Adaptor, User Guide, Warranty Documents",1,2,1
ASUS,24509614.5,Core i7,Netbook,Windows 10 Home,360 x 252 x 19.9 mm,1.9 kg,1,LED ,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,4K,10/100/1000 Mbps,1 x HDMI v2.0b Port,Yes,Yes,No,"Chiclet Backlit RGB Keyboard, Yes",Yes,Built-in Array Microphone,Built-in Speaker,No,Intel Core i7,"2.6 GHz, Hexa Core Turbo Boost Upto 5 GHz",12 MB,NVIDIA,10th Gen,NVIDIA Geforce GTX 1660 Ti,GDDR6 6 GB,16 GB DDR4,1 TB,4 Cell Battery,"Laptop, Power Adaptor, User Guide, Warranty Documents",1,1,3
Acer,11122564.5,Ryzen 5 ,Netbook,Windows 11 Home,363.4 x 255 x 23.9 mm,2.2 kg,1,LED-backlit TFT LCD,No,15.6 inches,1920 x 1080 pixels,~ 141,No,Acer ComfyViewTM ,,1 x HDMI 2.0 Port,Yes,,Yes,"103- 104- 107-key FineTip RGB- with independent standard numeric keypad, international language support",Yes,Yes,Built-in Speakers,No,AMD Ryzen 5,"3.3 GHz, Hexa Core Turbo Boost Upto 4.2 GHz",16 MB,NVIDIA,5th Gen,NVIDIA GeForce GTX 1650,GDDR6 4 GB,16 GB DDR4,512 GB,,"Laptop, Power Adaptor, User Guide, Warranty Documents",1,3,0
ASUS,11595825.0,Ryzen 5,Netbook,Windows 11 Home,358 x 248 x 20 mm,1.8 kg,1,IPS,No,16 inches,1200 x 1920 pixels,~ 283,Yes,300nit Brightness,No,1 x HDMI 1.4 Port,Yes,Yes,Yes,Yes,Yes,Yes,Built-in Speaker,No,AMD Ryzen 5,"3.3 GHz, Hexa Core Turbo Boost Upto 4.2 GHz",16 MB,AMD,5th Gen,AMD Radeon Vega 7,,16 GB DDR4,512 GB,,"Laptop, Battery, Power Adaptor, User Guide, Warranty Documents",1,2,1
ASUS,12696202.8,Core i7,Netbook,Windows 10 Home,359 x 256 x 24.9 mm,2.3 kg,1,LED,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,Full HD LED Display,,1 x HDMI 2.0b Port,Yes,Yes,Yes,Gaming RGB Keyboard,Yes,Built-in Microphone,Built-in Speakers,No,Intel Core i7,"2.2 GHz, Octa Core Turbo Boost Upto 5 GHz",16 MB,NVIDIA,10th Gen,NVIDIA Geforce GTX 1650 Ti,4 GB,16 GB DDR4,256 GB,3 Cell Battery,,1,2,1
MSI,94273114.5,Core i9,Netbook,Windows 11 Home,397 x 330 x 23 mm,3.3 kg,2,UHD,No,17.3 inches,3840 x 2160 pixels,~ 255,Yes,"120Hz, IPS-Level",Killer Gb LAN (Up to 2.5G),1 x HDMI Port,Yes,,Yes,Cherry Mechanical Per-Key RGB Gaming Keyboard by SteelSeries,Yes,1x Mic-in/Headphone-out Combo Jack,2x 2W Woofer|2x 2W Speaker,No,Intel Core i9,"3.3 GHz, 16 Core Turbo Boost Upto 5 GHz",30 MB,NVIDIA,12th Gen,NVIDIA GeForce RTX 3080Ti,GDDR6 16 GB,64 GB DDR5,2 TB,4 Cell Battery,"Laptop, Adapter, MSI Gaming Mouse M99, MSI Dual Drive 128GB + MSI Lucky Figure Keychain_Black",2,3,0
ASUS,14687667.9,Ryzen 7 ,Netbook,Windows 10 Home,399 x 268 x 23.3 mm,2.6 kg,1,FHD,No,17.3 inches,1920 x 1080 pixels,~ 127,Yes,"Brightness: 250nits, Contrast: 1:800, 45% NTSC, 62.5% SRGB, Display, Refresh Rate: 144 Hz, Adobe: 47.34%",10/100/1000,1 x HDMI 2.0b Port,Yes,Yes,Yes,"Backlit Chiclet Keyboard RGB, Yes",Yes,Built-in array microphone,Built-in Dual Speakers,No,AMD Ryzen 7,"4.2 GHz, Octa Core Turbo Boost Upto 4.2 GHz",8 MB,NVIDIA,4th Gen,NVIDIA GeForce RTX 3050,GDDR6 4 GB,16 GB DDR4,512 GB,4 Cell Battery,"Laptop, Power Adaptor, Battery, Warranty Documents, User Guide",1,3,0
HP,9425614.5,Ryzen 7 ,Netbook,Windows 10,360 x 256 x 23.4 mm,2.19 kg,1,Full HD LED Backlit Micro Edge IPS Display (With 60 Hz Refresh Rate),No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,,Integrated 10/100/1000 Gigabit LAN,1 x HDMI v2.0 Port,Yes,,Yes,"Full Size Island Style Ultra Violet , Yes",Yes,Dual Array Digital Microphone,Built-in Dual Speakers,No,AMD Ryzen 7,"2.3 GHz, Quad Core Turbo Boost Upto 4 GHz",4 MB,NVIDIA,3rd Gen,Geforce GTX 1660 Ti with Max-Q,GDDR6 6 GB,8 GB DDR4,256 GB,3 Cell Battery,"Laptop, Power Adaptor, User Guide, Warranty Documents",1,1,1
ASUS,8954993.700000001,Core i7,Netbook,Windows 10 Home,400 x 350 x 100 mm,2.1 kg,1,LED,No,15.6 inches,1920 x 1080 pixels,~ 141,No,Full HD LED Backlit IPS Display,,1 x HDMI Port,Yes,Yes,Yes,Standard Notebook Keyboard,,Dual Array Digital Microphone,Stereo Speakers,No,Intel Core i7,"2.2 GHz, Hexa Core Turbo Boost Upto 3.9 GHz",9 MB,NVIDIA,8th Gen,NVIDIA GeForce GTX 1050Ti,4 GB,8 GB DDR4,256 GB,3 Cell Battery,,1,2,0
Acer,131984811.45,Core i7,,Windows 10 Home,568 x 314.5 x 83.25 mm,8.5 kg,1,Wide Full HD LED Backlit Curved IPS Display with G-Sync Support,No,21 inches,2560 x 1080 pixels,~ 132,No,,"Gigabit Ethernet, Wake-on-LAN Ready (Killer Ethernet E2500)",1 x HDMI Port,,,Yes,Full-size Cherry MX RGB Mechanical Keyboard,,Built-in Microphone,Built-in Speakers,No,Intel Core i7,2.9 GHz Turbo Boost Upto 3.9 GHz,8 MB,NVIDIA,7th Gen,NVIDIA Geforce GTX 1080 SLI,GDDR5 16 GB,64 GB DDR4,,8 Cell Battery,"Laptop, Battery, Power Adaptor, User Guide, Warranty Documents",0,2,2
Acer,13385164.5,Ryzen 5 ,Netbook,Windows 11 Home,363.4 x 255 x 23.9 mm,2.2 kg,1,LED-backlit TFT LCD,No,15.6 inches,1920 x 1080 pixels,~ 141,No,Acer ComfyViewTM ,,1 x HDMI 2.0 Port,Yes,,Yes,"103- 104- 107-key FineTip RGB- with independent standard numeric keypad, international language support",Yes,Yes,Built-in Speakers,No,AMD Ryzen 5,"3.3 GHz, Hexa Core Turbo Boost Upto 4.2 GHz",16 MB,NVIDIA,5th Gen,NVIDIA GeForce RTX 3050,GDDR6 4 GB,16 GB DDR4,512 GB,,"Laptop, Power Adaptor, User Guide, Warranty Documents",1,3,0
Acer,12630964.5,Ryzen 5 ,Netbook,Windows 11 Home,363.4 x 255 x 23.9 mm,2.2 kg,1,LED-backlit TFT LCD,No,15.6 inches,1920 x 1080 pixels,~ 141,No,Acer ComfyViewTM ,,1 x HDMI 2.0 Port,Yes,,Yes,"103- 104- 107-key FineTip RGB- with independent standard numeric keypad, international language support",Yes,Yes,Built-in Speakers,No,AMD Ryzen 5,"3.3 GHz, Hexa Core Turbo Boost Upto 4.2 GHz",16 MB,NVIDIA,5th Gen,NVIDIA GeForce RTX 3050,GDDR6 4 GB,8 GB DDR4,512 GB,,"Laptop, Power Adaptor, User Guide, Warranty Documents",1,3,0
Lenovo,42331926.150000006,Core i7,Netbook,Windows 11 Home,,,1,WQXGA,No,16 inches,2560 x 1600 pixels,~ 184,Yes,"165 Hz Refresh Rate, 100% sRGB",,1 x HDMI Port,Yes,Yes,Yes,"Backlit, English, Yes",Yes,Yes,,No,Intel Core i7,"3 GHz, 14 Core Turbo Boost Upto 4.7 GHz",24 MB,NVIDIA,12th Gen,NVIDIA GeForce RTX 3070Ti,GDDR6 8 GB,32 GB DDR5,1 TB,3 Cell Battery,"Laptop, Power Adapter, User Guide, Warranty Documents",2,3,0
Lenovo,12725239.5,Core i5,Netbook,Windows 11 Home,359.6 x 251.9 x 24.2 mm,2.25 kg,1,"Full HD, IPS, 250nits ",No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,"Refresh Rate: 120 Hz, 45% NTSC, DC dimmer",100/1000M,1 x HDMI 2.0 Port,Yes,,Yes,"White Backlit, English, Yes",Yes,Built-in Dual Array Microphone,Built-in Dual Stereo speakers,No,Intel Core i5,"3.1 GHz, Quad Core Turbo Boost Upto 4.4 GHz",8 MB,NVIDIA,11th Gen,NVIDIA GeForce RTX 3050,GDDR6 4 GB,8 GB DDR4,256 GB,,"Laptop, Power Adaptor, Quick Start Guide, Warranty Document",1,2,0
Lenovo,13196614.5,Ryzen 5 ,Netbook,Windows 11 Home,359 x 249.6 x 24.9 mm,2.4 kg,1,Full HD LED Backlit IPS Display ,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,"250 nits Brightness, 60 Hz Refresh Rate",100/1000 Mbps,1 x HDMI v2.0 Port,Yes,Yes,Yes,"English Blue LED , Yes",Yes,Integrated Dual Array Microphone,Built-in Dual Speakers,No,AMD Ryzen 5,"3.3 GHz, Hexa Core Turbo Boost Upto 4.2 GHz",8 MB,NVIDIA,5th Gen,NVIDIA GeForce GTX 1650 ,GDDR6 4 GB,8 GB DDR4,512 GB,,"Laptop, Power Adaptor, User Guide, Warranty Documents",1,2,0
Dell,73873890.0,Core i9,Netbook,Windows 11,,2.34 kg,1,LED,No,17.3 inches,1920 x 1080 pixels,~ 141,Yes,360Hz,,1 x HDMI 2.1 Port,Yes,Yes,Yes,,Yes,Yes,,No,Intel Core i9,14 Core Turbo Boost Upto 5 GHz,24 MB,NVIDIA,,NVIDIA GEFORCE RTX 3080 Ti,GDDR6 16 GB,32 GB LPDDR5,1 TB,,,2,2,0
ASUS,23001214.5,Ryzen 9 ,Netbook,Windows 10 Home,354 x 259 x 20.7 mm,2.1 kg,1,FHD,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,"Brightness: 250nits, Contrast: 1:1000, 45% NTSC, 62.5% SRGB, Display, Refresh Rate: 144 Hz, Adobe: 47.34%",10/100/1000,1 x HDMI 2.0b Port,Yes,Yes,No,"Backlit Chiclet Keyboard 4-Zone RGB, Yes",Yes,Built-in array microphone,Built-in Dual Speakers,No,AMD Ryzen 9,"4.6 GHz, Octa Core Turbo Boost Upto 4.6 GHz",16 MB,NVIDIA,5th Gen,NVIDIA GeForce RTX 3050,GDDR6 4 GB,16 GB DDR4,1 TB,4 Cell Battery,"Laptop, Power Adaptor, Battery, Warranty Documents, User Guide",1,3,0
Acer,26018014.5,Ryzen 9 ,Netbook,Windows 11 Home,363.4 x 255 x 23.9 mm,2.4 kg,1,QHD,No,15.6 inches,2560 x 1440 pixels,~ 188,Yes,"165 Hz,  sRGB 100%",,1 x HDMI Port,Yes,Yes,Yes,"103- 104- 107-key FineTip RGB- with independent standard numeric keypad, Yes",Yes,Built-in Dual Microphone,Built-in Dual Speakers,No,AMD Ryzen 9,"3.3 GHz, Octa Core Turbo Boost Upto 4.6 GHz",16 MB,NVIDIA,5th Gen,NVIDIA GeForce RTX 3070,GDDR6 8 GB,16 GB DDR4,512 GB,4 Cell Battery,"Laptop, Power Adaptor, User Guide, Warranty Documents",1,3,0
ASUS,49963864.5,Core i9,Netbook,Windows 11 Home,354 x 259 x 27.2 mm,2.3 kg,1,WQHD,No,15.6 inches,2560 x 1440 pixels,~ 188,Yes,"Refresh Rate 240Hz, Response Time (G2G) 3ms, Viewing Angle 85/85/85/85, IPS-level, Brightness 300, display",10/100/1000/2500 Mbps,1 x HDMI 2.1 Port,Yes,Yes,No,"Backlit Chiclet Keyboard Per-Key RGB, Yes",Yes,Smart Amplifier Technology,Built-in Speaker,No,Intel Core i9,"1.8 GHz, 14 Core Turbo Boost Upto 5 GHz",24 MB,NVIDIA,12th Gen,NVIDIA GeForce RTX 3070 Ti,GDDR6 16 GB,32 GB DDR5,2 TB,4 Cell Battery,"Laptop, battery, adapter, cables and user manuals",1,2,0
ASUS,79377664.5,Core i9,Netbook,Windows 11 Home,395 x 282 x 28.3 mm,3 kg,1,"WQHD, IPS-level",No,17.3 inches,2560 x 1440 pixels,~ 170,Yes,240Hz,10/100/1000/2500 Mbps,1 x HDMI 2.1 Port,Yes,,No,"Backlit Chiclet Keyboard Per-Key RGB, Yes",Yes,Built-in array microphone,4 Speaker System,No,Intel Core i9,16 Core Turbo Boost Upto 5 GHz,30,NVIDIA,12th Gen,NVIDIA GeForce RTX 3080Ti,GDDR6 16 GB,32 GB DDR5,4 TB,4 Cell Battery,"Laptop, Power Adaptor, User Guide, Warranty Documents",2,2,0
ASUS,32051614.500000004,Ryzen 9 ,Netbook,Windows 11 Home,312 x 195 x 22.7 mm,1.72 kg,1,"QHD+, WQXGA, Backlit LCD",No,14 inches,2560 x 1600 pixels,~ 216,Yes,120Hz,No,1 x HDMI 2.0b Port,Yes,,Yes,"Backlit Chiclet Keyboard 1-Zone RGB, Yes",Yes,Built-in 3 array-microphone,4-Speaker System,No,AMD Ryzen 9,"3.3 GHz, Octa Core Turbo Boost Upto 4.9 GHz",16 MB,AMD,6th Gen,AMD Radeon RX 6700S,GDDR6 8 GB,16 GB DDR5,1 TB,4 Cell Battery,"Laptop, Power Adaptor, User Guide, Warranty Documents",2,2,0
Dell,30166114.5,Core i7,Netbook,Windows 11 Home,357 x 272 x 26.9 mm,2.57 kg,1,240Hz ,No,15.6 inches,2560 x 1440 pixels,~ 188,Yes,,Available,1 x HDMI 2.1 Port,Yes,,Yes,"4 Zone RGB, Yes",Yes,Yes,Yes,No,Intel Core i7,"3 GHz, 14 Core Turbo Boost Upto 4.7 GHz",24 MB,NVIDIA,12th Gen,NVIDIA GeForce RTX 3070 Ti,GDDR6 8 GB,16 GB DDR5,1 TB,6 Cell Battery,"Laptop, battery, adapter, cables and user manuals",1,3,0
ASUS,67876114.5,Core i9,Netbook,Windows 11 Home,395 x 282 x 28.3 mm,3 kg,1,"WQHD, IPS-level",No,17.3 inches,2560 x 1440 pixels,~ 170,Yes,,10/100/1000/2500 Mbps,1 x HDMI 2.1 Port,Yes,,No,"Backlit Chiclet Keyboard Per-Key RGB, Yes",Yes,Built-in array microphone,4 Speaker System,No,Intel Core i9,16 Core Turbo Boost Upto 5 GHz,30,NVIDIA,12th Gen,NVIDIA GeForce RTX 3080 Ti,GDDR6 16 GB,32 GB DDR5,2 TB,4 Cell Battery,"Laptop, Power Adaptor, User Guide, Warranty Documents",2,2,0
Gigabyte,24132514.5,Core i7,Netbook,Windows 11 Home,357 x 254 x 23.9 mm,2.3 kg,2,QHD ,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,240Hz DCI-P3 100% typical,Yes,1 x HDMI 2.1 Port,Yes,Yes,Yes,RGB Gaming Keyboard,Yes,Yes,Built-in Dual Speakers,No,Intel Core i7,"3 GHz, Octa Core Turbo Boost Upto 4.7 GHz",24 MB,NVIDIA,12th Gen,NVIDIA GeForce RTX 3060,GDDR6 6 GB,16 GB DDR4,1 TB,,"Laptop, battery, power adapter, user guide, Laptop Bag",1,3,0
Dell,55620364.5,Core i7,Netbook,Windows 11,374.48 x 2488 x 19.54 mm,2.17 kg,1,4K Ultra HD,Yes,17 inches,3840 x 2400 pixels,~ 266,Yes,"4K Ultra HD+ Infinity Edge, Anti Reflective Touch Display (500 nits Brightness)",No,,Yes,Yes,Yes,"Standard English , Yes",Yes,Built-In Microphone,In-Built Speakers,No,Intel Core i7,"3 GHz, 14 Core Turbo Boost Upto 4.7 GHz",24 MB,NVIDIA,12th Gen,NVIDIA GeForce RTX 3060,GDDR6 6 GB,16 GB DDR5,1 TB,6 Cell Battery,"Laptop, Battery, Adapter, Cables and User Manuals",4,0,0
Dell,46151383.5,Core i9,Netbook,Windows 11,374.48 x 2488 x 19.54 mm,2.17 kg,1,4K Ultra HD,Yes,17 inches,3840 x 2400 pixels,~ 266,Yes,"4K Ultra HD+ Infinity Edge, Anti Reflective Touch Display (500 nits Brightness)",No,,Yes,Yes,Yes,"Standard English , Yes",Yes,Built-In Microphone,In-Built Speakers,No,Intel Core i9,14 Core Turbo Boost Upto 5 GHz,24 MB,NVIDIA,12th Gen,NVIDIA GeForce RTX 3060,GDDR6 6 GB,32 GB DDR5,1 TB,6 Cell Battery,"Laptop, Battery, Adapter, Cables and User Manuals",4,0,0
Acer,11311114.5,Ryzen 5 ,Netbook,Windows 11 Home,363.4 x 254.5 x 22.9 mm,2.15 kg,1,TFT LCD,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,45% NTSC color gamut,Gigabit Ethernet,1 x HDMI Port,Yes,,Yes,103- 104- 107-key FineTip,Yes,Built-in Dual Microphone,Two built-in stereo speakers,No,AMD Ryzen 5,"2.1 GHz, Hexa Core Turbo Boost Upto 4 GHz",8 MB,NVIDIA,5th Gen,NVIDIA GeForce GTX 1650,GDDR6 4 GB,16 GB DDR4,512 GB,3 Cell Battery,"Laptop, Power Adaptor, User Guide, Warranty Documents",1,2,1
MSI,18251640.0,AMD Ryzen 5,Netbook,Windows 11 Home,,,1,IPS,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,"Full HD, 144Hz 72%NTSC IPS-Level, close to 100%sRGB",,1 x HDMI Port,Yes,Yes,Yes,RGB Gaming Keyboard,Yes,Built-in microphone,Built-in Dual Speakers,No,AMD Ryzen 5,"3.3 GHz, Hexa Core Turbo Boost Upto 4.2 GHz",16 MB,AMD,5th Gen,AMD Radeon RX6600M,GDDR6 8 GB,16 GB DDR4,512 GB,4 Cell Battery,"Laptop, Power Adaptor, User Guide, Warranty Documents",1,2,1
ASUS,14327914.5,Ryzen 7 ,Netbook,Windows 11 Home,399 x 268 x 23.3 mm,2.6 kg,1,FHD,No,17.3 inches,1920 x 1080 pixels,~ 127,Yes,"Brightness: 250nits, Contrast: 1:800, 45% NTSC, 62.5% SRGB, Display, Refresh Rate: 144 Hz, Adobe: 47.34%",10/100/1000,1 x HDMI 2.0b Port,Yes,Yes,Yes,"Backlit Chiclet Keyboard RGB, Yes",Yes,Built-in array microphone,Built-in Dual Speakers,No,AMD Ryzen 7,"4.2 GHz, Octa Core Turbo Boost Upto 4.2 GHz",8 MB,NVIDIA,4th Gen,NVIDIA GeForce RTX 3050,GDDR6 4 GB,8 GB DDR4,1 TB,4 Cell Battery,"Laptop, Power Adaptor, Battery, Warranty Documents, User Guide",1,3,0
MSI,52980664.5,Core i7,Netbook,Windows 10 Home,397 x 284 x 25.9 mm,2.9 kg,2,,No,17.3 inches,1920 x 1080 pixels,~ 127,No,"Full HD Display (360Hz, Close to 100%sRGB)",Available,1 x HDMI 2.1 Port,Yes,Yes,Yes,Per key RGB Steelseries Keyboard,,Built-in Microphone,Built-in Speakers,No,Intel Core i7,"4.6 GHz, Octa Core Turbo Boost Upto 4.6 GHz",24 MB,NVIDIA,11th Gen,NVIDIA GeForce RTX 3080,GDDR6 16 GB,32 GB DDR4,2 TB,4 Cell Battery,"Laptop, Battery, Power Adapter, User Guide, Urban Raider Backpack",1,2,0
MSI,27903514.5,Core i7,Netbook,Windows 11 Home,,,2,QHD ,No,15.6 inches,2560 x 1440 pixels,~ 188,Yes,165Hz DCI-P3 100% typical,Yes,1 x HDMI Port,Yes,Yes,Yes,RGB Gaming Keyboard,Yes,Yes,Built-in Dual Speakers,No,Intel Core i7,"3 GHz, Octa Core Turbo Boost Upto 4.7 GHz",24 MB,NVIDIA,12th Gen,NVIDIA GeForce RTX 3060,GDDR6 6 GB,16 GB DDR4,1 TB,3 Cell Battery,"Laptop, battery, power adapter, user guide, Laptop Bag",1,2,1
Acer,35822614.5,Core i7,Netbook,Windows 11 Home,359.4 x 276.4 x 25.9 mm,2.6 kg,1,"QHD IPS, 165 Hz",No,15.6 inches,2560 x 1440 pixels,~ 188,No,DCI-P3 100%,Killer Ethernet E2600,1 x HDMI Port,Yes,,Yes,"103- 104- 107-key FineTip RGB- with independent standard numeric keypad, Yes",Yes,Built-in Dual Microphone,Built-in Dual Speakers,No,Intel Core i7,3.5 GHz Turbo Boost Upto 4.7 GHz,24 MB,NVIDIA,12th Gen,NVIDIA GeForce RTX 3070 Ti,GDDR6 8 GB,16 GB DDR5,1 TB,4 Cell Battery,"Laptop, Power Adaptor, User Guide, Warranty Documents",1,1,0
ASUS,25452364.5,Ryzen 9 ,Netbook,Windows 10 Home,,1.3 kg,1,WUXGA,Yes,13.4 inches,1920 x 1200 pixels,~ 169,Yes,"Brightness: 300nits, Contrast: 1000, 72% NTSC, 100% SRGB, Glossy Display, Refresh Rate: 120 Hz, Adobe: 75%",No,1 x HDMI 2.0b Port,Yes,,Yes,"Backlit Chiclet Keyboard, Yes",Yes,Built-in array microphone,Built-in Dual Speakers,No,AMD Ryzen 9,"3 GHz, Octa Core Turbo Boost Upto 4.6 GHz",16 MB,NVIDIA,5th Gen,NVIDIA GeForce RTX 3050,GDDR6 4 GB,32 GB DDR4,1 TB,4 Cell Battery,"Laptop, Power Adaptor, Battery, Warranty Documents, User Guide",2,1,0
Dell,31108864.500000004,Core i7,Netbook,Windows 11,321.5 x 262.6 x 14.4 mm,1.8 kg,1,"LED, 144Hz",No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,,No,1 x HDMI 2.1 Port,Yes,Yes,Yes,,Yes,Yes,,No,Intel Core i7,3 GHz Turbo Boost Upto 4.7 GHz,24 MB,NVIDIA,12th Gen,NVIDIA GEFORCE RTX 3060,GDDR6 6 GB,16 GB LPDDR5,512 GB,3 Cell Battery,,1,1,0
ASUS,15459214.500000002,Ryzen 7 ,Netbook,Windows 11 Home,399 x 268 x 22.1 mm,2.6 kg,1,LED ,No,17.3 inches,1920 x 1080 pixels,~ 127,Yes,"Full HD LED Backlit Display (250nits Brightness, NTSC: 45% Color Gamut, Value IPS-level)",No,1 x HDMI 2.0b Port,Yes,Yes,Yes,"Backlit Chiclet Keyboard RGB, Yes",Yes,Built-in array microphone,Built-in Speaker,No,AMD Ryzen 7,"2.9 GHz, Octa Core Turbo Boost Upto 4.2 GHz",8 MB,NVIDIA,4th Gen,NVIDIA GeForce RTX 3050,GDDR6 4 GB,16 GB DDR4,512 GB,4 Cell Battery,"Laptop, Power Adaptor, User Guide, Warranty Documents",1,3,0
ASUS,21062920.5,Core i7,Netbook,Windows 11 Home,359 x 256 x 24 mm,2.3 kg,1,LED ,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,"Full HD LED Backlit, IPS, Adaptive-Sync Display (144Hz Refresh Rate, 250 nits Brightness, 1000:1 Contrast, 45% NTSC Color Gamut, 62.5% SRGB)",10/100/1000 Mbps,1 x HDMI v2.0b Port,Yes,Yes,Yes,"RGB Backlit Chiclet Keyboard, Yes",Yes,Built-In Array Microphone,Built-In Dual Speakers,No,Intel Core i7,"2.3 GHz, Octa Core Turbo Boost Upto 4.6 GHz",24 MB,NVIDIA,11th Gen,NVIDIA GeForce RTX 3060,GDDR6 6 GB,16 GB DDR4,512 GB,4 Cell Battery,"Laptop, Power Adaptor, User Guide, Warranty Documents",0,3,0
